IdOperacion;FECHA_INICIO;FECHA_FIN;IdUsuario;IdTipoOperacion;NoOperacion;Importe;Estado
OPE001;01/04/2024 16:07;01/04/2024 21:36;USER005;COMPRA03;1;71.00€;Error
OPE002;01/04/2024 16:07;01/04/2024 17:31;USER005;COMPRA03;2;-170.00€;Correcto
OPE003;01/04/2024 16:07;01/04/2024 18:40;USER003;COMPRA03;3;-773.00€;Finalizado
OPE004;01/04/2024 16:07;01/04/2024 07:22;USER002;COMPRA03;4;-235.00€;Finalizado
OPE005;01/04/2024 16:07;01/04/2024 00:31;USER002;COMPRA03;5;728.00€;Finalizado
OPE006;01/04/2024 16:07;01/04/2024 09:49;USER004;COMPRA03;6;15.00€;Error
OPE007;01/04/2024 16:07;01/04/2024 23:49;USER003;COMPRA03;7;-264.00€;Correcto
OPE008;01/04/2024 16:07;01/04/2024 16:54;USER002;COMPRA03;8;-971.00€;Error
OPE009;01/04/2024 16:07;01/04/2024 22:03;USER001;COMPRA03;9;-286.00€;Finalizado
OPE0010;01/04/2024 16:07;01/04/2024 13:15;USER003;COMPRA03;10;-952.00€;Error
OPE0011;01/04/2024 16:07;01/04/2024 08:12;USER001;COMPRA03;11;-885.00€;Finalizado
OPE0012;01/04/2024 16:07;01/04/2024 19:09;USER001;COMPRA03;12;-580.00€;Finalizado
OPE0013;01/04/2024 16:07;01/04/2024 07:36;USER004;COMPRA03;13;-484.00€;Correcto
OPE0014;01/04/2024 16:07;01/04/2024 09:47;USER003;COMPRA03;14;-520.00€;Error
OPE0015;01/04/2024 16:07;01/04/2024 22:25;USER002;COMPRA03;15;268.00€;Correcto
OPE0016;01/04/2024 16:07;01/04/2024 11:24;USER005;COMPRA03;16;-490.00€;Finalizado
OPE0017;01/04/2024 16:07;01/04/2024 17:07;USER001;COMPRA03;17;-288.00€;Finalizado
OPE0018;01/04/2024 16:07;01/04/2024 18:34;USER001;COMPRA03;18;-765.00€;Correcto
OPE0019;01/04/2024 16:07;01/04/2024 23:29;USER004;COMPRA03;19;-17.00€;Correcto
OPE0020;01/04/2024 16:07;01/04/2024 22:12;USER004;COMPRA03;20;-34.00€;Finalizado
OPE0021;01/04/2024 16:07;01/04/2024 22:52;USER001;COMPRA03;21;-825.00€;Finalizado
OPE0022;01/04/2024 16:07;01/04/2024 17:02;USER002;COMPRA03;22;-347.00€;Error
OPE0023;01/04/2024 16:07;01/04/2024 04:15;USER002;COMPRA03;23;843.00€;Error
OPE0024;01/04/2024 16:07;01/04/2024 08:12;USER001;COMPRA03;24;558.00€;Correcto
OPE0025;01/04/2024 16:07;01/04/2024 19:11;USER002;COMPRA03;25;725.00€;Finalizado
OPE0026;01/04/2024 16:07;01/04/2024 07:54;USER003;COMPRA03;26;794.00€;Correcto
OPE0027;01/04/2024 16:07;01/04/2024 16:08;USER004;COMPRA03;27;-854.00€;Error
OPE0028;01/04/2024 16:07;01/04/2024 12:11;USER002;COMPRA03;28;-821.00€;Finalizado
OPE0029;01/04/2024 16:07;01/04/2024 15:45;USER003;COMPRA03;29;-891.00€;Error
OPE0030;01/04/2024 16:07;01/04/2024 07:53;USER001;COMPRA03;30;-510.00€;Finalizado
OPE0031;01/04/2024 16:07;01/04/2024 11:11;USER004;COMPRA03;31;-251.00€;Error
OPE0032;01/04/2024 16:07;01/04/2024 00:07;USER005;COMPRA03;32;325.00€;Finalizado
